compound_smiles	compound_source	compound_inchikey	gram-positive	gram-negative	fungi	acid-fast
COC1=CC=C2N=C(OC)C(=CC2=C1)[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)CCC1=CC=CC=C1	spark	QUCYLWMCJCNQQW-VEEOACQBSA-N		4.0		
CC(C)C[C@@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@@H](N)[C@@H](C)O	spark	PYHYGIPVYYRJHU-QWDNBKTCSA-N		4.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=S)NCCC2=CC=CC=C2)[C@H](C)[C@@H](O)[C@]1(C)O	spark	INLALHZOXTYZND-KJIAMJDKSA-N		4.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=O)NC2=CC=C(Cl)C=C2Cl)[C@H](C)[C@@H](O)[C@]1(C)O	spark	KTRPDEHXVBFWGX-FZBXMSOJSA-N		4.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)NCCC2=CC=CC=C2)[C@H](C)[C@@H](O)[C@]1(C)O	spark	PJEJHUKHQPAXEX-DWTLBQIISA-N		4.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)NC2=CC=CC3=CC=CC=C23)[C@H](C)[C@@H](O)[C@]1(C)O	spark	IACHPJQMIQSEKQ-KLNFYEGWSA-N		5.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=S)NCCCC2=CC=CC=C2)[C@H](C)[C@@H](O)[C@]1(C)O	spark	VDSULPPDOMDTDE-QZPPESGYSA-N		4.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=O)NC2=CC=CC3=CC=CC=C23)[C@H](C)[C@@H](O)[C@]1(C)O	spark	HJFHVPCCOFNXRX-MXRSLKQMSA-N		4.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)NC2=CC=CC3=CC=CC=C23)[C@H](C)[C@@H](O)[C@]1(C)O	spark	ZHOOPRQOAHAIPD-KLNFYEGWSA-N		5.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=S)NCC2=CC=CC=C2)[C@H](C)[C@@H](O)[C@]1(C)O	spark	HWMJFTVOWAEORO-WDMWQGESSA-N		4.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=O)NC(C)C2=CC=CC3=CC=CC=C23)[C@H](C)[C@@H](O)[C@]1(C)O	spark	PMKMVCKZTCOUNW-UZWBKTRSSA-N		4.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=O)NC2=CC=C3C=CC=CC3=C2)[C@H](C)[C@@H](O)[C@]1(C)O	spark	DZYSKRTYBJLEOC-MXRSLKQMSA-N		5.0		
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)NC(C)C2=C3C=CC=CC3=CC=C2)[C@H](C)[C@@H](O)[C@]1(C)O	spark	DZPSYOYIBRDIGD-UULKBDSFSA-N		5.0		
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC1=O)C(C)C)C(C)C	spark	JDQALMXTWSBFQB-AKRWPHFWSA-N		4.0		
NCCCC1NC(=O)C2CCCN2C(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCN)NC(=O)C(CC23CC4CC(CC(C4)C2)C3)NC(=O)C(CCCN)NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)C(CCCN)NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)C(CCCN)NC(=O)C(NC1=O)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2	spark	XWNWIFOGVZLCJB-GDMQMNJASA-N		4.0		
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC1=O)C12CC3CC(CC(C3)C1)C2)C(C)C	spark	MMSXJLRQXWGJGV-DEYRBKIKSA-N		5.0		
CC(C)C1NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCN)NC(=O)C(CC23CC4CC(CC(C4)C2)C3)NC(=O)C(CCCN)NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)C(CCCN)NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)C(CCCN)NC1=O)C12CC3CC(CC(C3)C1)C2	spark	MBWXGKOOKNRJKL-KFCOZUASSA-N		4.0		
NCCCC1NC(=O)C2CCCN2C(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCN)NC(=O)C(NC(=O)[C@H](CCCN)NC(=O)C2CCCN2C(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCN)NC(=O)C(NC1=O)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2	spark	XYVCOBGTHBMEER-WQIHZCGPSA-N		5.0		
CC(C)C1NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)C(CCCN)NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)C(CCCN)NC(=O)C(NC(=O)C(CCCN)NC(=O)C2CCCN2C(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCN)NC(=O)C(CC23CC4CC(CC(C4)C2)C3)NC(=O)C(CCCN)NC1=O)C(C)C	spark	FFEFVBUGYIAQEH-LTBLAYSISA-N		4.0		
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC1=O)C(C)C)C(C)C	spark	FAUXQWPFKRIUBG-IUMAMQADSA-N		5.0		
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC1=O)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2	spark	ALCSANFABHYHSM-WZSUTSOFSA-N		4.0		
CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC1=O)C(C)C)C(C)C)C(C)C	spark	JLHRWMQNCZQPSW-CJPFVTTHSA-N		4.0		
CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC1=O)C(C)C)C(C)C)C(C)C	spark	TUNQREUTQZFFOM-SAWFECHRSA-N		4.0		
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC1=O)C12CC3CC(CC(C3)C1)C2)C(C)C	spark	MCGUXPXPXZFZGH-REOJUYDWSA-N		5.0		
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC1=O)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2	spark	OLVAFNFKRJRJLY-HWZPGKADSA-N		5.0		
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN)NC1=O)C(C)C)C12CC3CC(CC(C3)C1)C2	spark	BYHMTKRPBHNGOE-DEYRBKIKSA-N		5.0		
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H]3[C@@H](O)[C@@H](N)C[C@@H](N)[C@H]3O[C@H]3O[C@H](CO)CC[C@H]3N)[C@@H]2OCCNCCC2=CC=CC=C2)[C@H](N)[C@@H](O)[C@@H]1O	spark	QSDHWONKNMGKFZ-IPSVJSEDSA-N		4.0		
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@H]2O)[C@H]1O	spark	BJCCZCBAOAEUMY-ZJHDOAGOSA-N		5.0		
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@H]2O)[C@H]1O	spark	AOBMFXAWMDQGSI-WXDFFHBBSA-N		6.0		
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CO)CC[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@H]2OCCNCCC2=CC=CC=C2)[C@H]1O	spark	GLULCKNILWSVSO-DLICUGEYSA-N		5.0		
NCC[C@@H](O)C(=O)N[C@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@H]2OCCNCCC2=CC=CC=C2)[C@H]1O	spark	KITFYJSEQIOMTC-ABEUIYJBSA-N		6.0		
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)CC[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	spark	KEWBPXDTCLTDNZ-JUYNQKJRSA-N		5.0		
NC(=O)[C@@H]1CSC(N1)C1=CN(N=C1C1=CC=CC=C1)C1=CC=CC=C1	spark	MQZMOJGPULPIFR-UCFFOFKASA-N		5.0		
FC1=CC=C(CN2C(SCC2=O)C2=CN(N=C2C2=CC=CC=C2)C2=CC=CC=C2)C=C1	spark	IWAKNHOQEDEBPZ-UHFFFAOYSA-N		4.0		
C1CN=C(S1)C1=CN(N=C1C1=CC=CC=C1)C1=CC=CC=C1	spark	AFXXCPQTMPJAJW-UHFFFAOYSA-N		4.0		
CC1=CC=C(C=C1)C1=NN(C=C1C1N[C@@H](CS1)C(N)=O)C1=CC=CC=C1	spark	OGIHLRJSKZUSKH-DIMJTDRSSA-N		5.0		
CC1=CC=C(C=C1)C1=NN(C=C1C1N[C@@H](CS1)C(O)=O)C1=CC=CC=C1	spark	QQGIACMPSDVFRS-KKFHFHRHSA-N		5.0		
OC(=O)[C@@H]1CSC(N1)C1=CN(N=C1C1=CC=CC=C1)C1=CC=CC=C1	spark	RUMVFXVYQUEURX-ATNAJCNCSA-N		5.0		
CC1=CC=C(C=C1)C1=NN(C=C1C1SCC(=O)N1CC1=CC=C(F)C=C1)C1=CC=CC=C1	spark	RJMCYNLDMAFQAC-UHFFFAOYSA-N		4.0		
CC1=CC=C(C=C1)C1=NN(C=C1C1=NCCS1)C1=CC=CC=C1	spark	DMNQSGCGWIITHV-UHFFFAOYSA-N		4.0		
COC1=C2OC(=O)C=CC2=C(C2=C1OC=C2)[N+]([O-])=O	spark	CFMUZTVJQKVMAZ-UHFFFAOYSA-N		4.0		
CC1=CC(=O)OC2=CC3=C(C=CO3)C=C12	spark	TUTMEHZVWWQNMW-UHFFFAOYSA-N		4.0		
O=C1OC2=CC3=C(C=CO3)C=C2C=C1	spark	ZCCUUQDIBDJBTK-UHFFFAOYSA-N		4.0		
C[C@@H](O)[C@@H](NC(=O)N1CCC(CC1)C#CC1=CC=CC=C1)C(=O)NO	spark	HPQPBKRFFVJYJP-CZUORRHYSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCCC(C1)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	MNDIBTAFPUIEAR-PNWAUMQTSA-N		4.5		
C[C@@H](O)[C@@H](NC(=O)NCC1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	MGFWWJBSMCEOSR-RDTXWAMCSA-N		4.5		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(C=C1)N1CCNCC1)C(=O)NO	spark	VPNFEIOEFCUCOJ-CJFMBICVSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(C=C1)C(F)(F)F)C(=O)NO	spark	YUXNOHUYFPDSCM-IIBYNOLFSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C1=CC=C(C=C1)N1CCOCC1)C(=O)NO	spark	XSZJRXSXBWDQIM-WZONZLPQSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=NC=C1)C(=O)NO	spark	RECZGUILBPOLER-OXQOHEQNSA-N		6.0		
CC(C)(O)[C@@H](NC(=O)N1CCC(CC1)C1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NO	spark	RHCXPLPMJZEDSM-FQEVSTJZSA-N		6.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CN=CC=C1)C(=O)NO	spark	OXRGNJOEHADZPH-OXQOHEQNSA-N		4.0		
C[C@@H](O)[C@@H](NC(=O)N1CCC(CC1)C1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NO	spark	CLSVZDVMSBFQPQ-FOIQADDNSA-N		6.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(O)C=C1)C(=O)NO	spark	VDIMAFIACGSBAY-IIBYNOLFSA-N		6.0		
CC(C)(O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NO	spark	SIVILNBKTVDFQQ-IBGZPJMESA-N		6.0		
CC(C)(O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	TZAOADWGCUDGTN-NRFANRHFSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	spark	FVDMNHPWCUHPEX-QFQXNSOFSA-N		5.0		
C[C@@H](N)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	VMHKUNCVQNGEJS-DYESRHJHSA-N		5.0		
NC[C@@H](NC(=O)N1CCC(CC1)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	ICALIFPVALCWRY-OAQYLSRUSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(C=C1)N1CCOCC1)C(=O)NO	spark	CEAFCCIILHKECC-CJFMBICVSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(CO)C=C1)C(=O)NO	spark	FBNDPTOYIWHJKI-VGOFRKELSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(CC#N)C=C1)C(=O)NO	spark	ZHCLMQVPKNSSCE-WZONZLPQSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(F)C=C1)C(=O)NO	spark	GXLPANUCGDDVAH-IIBYNOLFSA-N		6.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(Cl)C=C1)C(=O)NO	spark	GTDGFYKUFMXPAI-IIBYNOLFSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=C(N)C=C1)C(=O)NO	spark	PMZMHGQYLUMAAU-IIBYNOLFSA-N		6.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C1=CN=CS1)C(=O)NO	spark	LUBBSDRAWJIGCU-MLGOLLRUSA-N		4.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=NC=CN=C1)C(=O)NO	spark	IUEQDTMAMMDMQA-DNVCBOLYSA-N		4.5		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=CS1)C(=O)NO	spark	BGMLRMYNTMCKBD-DNVCBOLYSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=NC=CC=C1)C(=O)NO	spark	XBAAVWKNUVDABL-OXQOHEQNSA-N		4.5		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NO	spark	JYMZSYTWTONPKT-DNVCBOLYSA-N		6.0		
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	ZSKNDLGCDCAKBM-DYESRHJHSA-N		6.0		
C[C@@H](O)[C@@H](NC(=O)N1CCC(CC1)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	SRSVRACVPWREJZ-VGOFRKELSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCC(C1)C1=CC(=CC=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	WZQOKONWHOKILD-PMYDAVCKSA-N		5.0		
C[C@@H](O)[C@@H](NC(=O)N1CCC(C1)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	FRRPRZPPVVXFEE-PMYDAVCKSA-N		4.5		
C[C@@H](O)[C@@H](NC(=O)NCCC1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	spark	ATIZCUSSSKMCKM-DNVCBOLYSA-N		4.0		
OC1=CC=C2NC3=C(CCNC3C3=CC=CC=C3)C2=C1	spark	CXHLMCAMGSKZMU-UHFFFAOYSA-N		4.0		
O=C(NC1=CC=CC=C1)C(=O)C1=CNC2=CC=CC=C12	spark	WMCHMBHWRLPJKP-UHFFFAOYSA-N		4.0		
C1CC2=C(NC3=CC=CC=C23)C(=N1)C1=CC=CC=C1	spark	LDMKQGDSXJEJHC-UHFFFAOYSA-N		4.0		
COC1=CC=C(C=C1)C1NCCC2=C1NC1=C2C=CC=C1	spark	ITPCPUZQSFRMJO-UHFFFAOYSA-N		4.0		
COC1=CC=C2NC3=C(CCN=C3C3=CC=CC=C3)C2=C1	spark	QSEXKDCOIRWKGQ-UHFFFAOYSA-N		4.0		
COC1=CC(=CC=C1)C1NCCC2=C1NC1=CC=CC=C21	spark	LACQLKYZMSEMTM-UHFFFAOYSA-N		4.0		
C1CC2=C(NC3=CC=CC=C23)C(N1)C1=CC2=C(C=CC=C2)C=C1	spark	CRRGBBBXYXNTBR-UHFFFAOYSA-N		4.0		
COC1=CC=C2NC3=C(CCNC3C3=CC=CC=C3)C2=C1	spark	VGWBMVBBCGVTFI-UHFFFAOYSA-N		4.0		
CC1=C(C(=O)C(O)=O)C2=CC=CC=C2N1	spark	IYLDJJZSHNIIOQ-UHFFFAOYSA-N		4.0		
OC(=O)C(=O)C1=CNC2=CC=CC=C12	spark	DWLVFWDCSFTDOD-UHFFFAOYSA-N		4.0		
CC1=C(C(=O)C(=O)NC2=CC=CC=C2)C2=CC=CC=C2N1	spark	RZBGGMHFGIUJNM-UHFFFAOYSA-N		4.0		
COC1=CC(\C=C\C(=O)C2=CC=C(O)C=C2)=CC=C1OCC1=NN=C(O1)C1=CC=C(Cl)C=C1	spark	OFGWAYGJLDJWMQ-SWGQDTFXSA-N		5.0		
COC1=CC=C(C=C1)C(=O)\C=C\C1=CC=C(OCC2=NN=C(O2)C2=CC=C(Cl)C=C2)C(OC)=C1	spark	AACQZLLLHOQKFY-QLKAYGNNSA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC=CC=C2)=CC=C1OCC1=NN=C(O1)C1=CC=C(C)C=C1	spark	GKWZEZZYIJWJLJ-GXDHUFHOSA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC=C(O)C=C2)=CC=C1OCC1=NN=C(O1)C1=CC=CC=C1O	spark	OYSCMDWEAIAVHU-WUXMJOGZSA-N		5.0		
COC1=CC=C(C=C1)C(=O)\C=C\C1=CC=C(OCC2=NN=C(COC3=CC=CC=C3)O2)C(OC)=C1	spark	XCSDIFNNSSFFME-RIYZIHGNSA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC=C(O)C=C2)=CC=C1OCC1=NN=C(COC2=CC=CC=C2)O1	spark	MRVZFYHYBDSXBV-NTUHNPAUSA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC=C(O)C=C2)=CC=C1OCC1=NN=C(O1)C1=CC=C(C)C=C1	spark	KLXIWLMHFIHGCI-WLRTZDKTSA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC=C(O)C=C2)=CC=C1OCC1=NN=C(O1)C1=CC=C(C=C1)[N+]([O-])=O	spark	MAJZPAJLCFZVPG-SWGQDTFXSA-N		4.0		
COC1=CC(\C=C\C(=O)C2=CC=C(O)C=C2)=CC=C1OCC1=NN=C(O1)C1=CC=CC=C1	spark	TWFQRLIPFCVDFO-NTUHNPAUSA-N		5.0		
COC1=CC=C(C=C1)C(=O)\C=C\C1=CC=C(OCC2=NN=C(O2)C2=CC=CC=C2O)C(OC)=C1	spark	DMGXJZRBDNCUMN-NTUHNPAUSA-N		5.0		
COC1=CC=C(C=C1)C(=O)\C=C\C1=CC=C(OCC2=NN=C(O2)C2=CC=C(C)C=C2)C(OC)=C1	spark	PFIIHUOYXJXFFB-MKMNVTDBSA-N		5.0		
COC1=CC=C(C=C1)C(=O)\C=C\C1=CC=C(OCC2=NN=C(O2)C2=CC=CC=C2)C(OC)=C1	spark	VWABHMNLYUOSIZ-RIYZIHGNSA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC=CC=C2)=CC=C1OCC1=NN=C(COC2=CC=CC=C2)O1	spark	GFYTUFUMEAHIND-WYMLVPIESA-N		5.0		
COC1=CC(\C=C\C(=O)C2=CC=CC=C2)=CC=C1OCC1=NN=C(O1)C1=CC=CC=C1O	spark	BBZXWJHUTRSUDN-ACCUITESSA-N		5.0		
